project_id,project_key,project_name,issue_key,issue_type,summary,description,priority,status,assignee,reporter,story_points,original_estimate_hours,remaining_estimate_hours,time_spent_hours,sprint_id,sprint_name,sprint_start_date,sprint_end_date,issue_created_date,issue_updated_date,resolution,resolution_date,blocker_status,labels,epic,dependencies
10004,TITAN,Titan Infra Automation,TITAN-71,Task,Configure role-based access for checkout,"As part of checkout, the team needs to address: configure role-based access for checkout. Acceptance criteria to be validated in QA before release.",Low,Done,David Kim,Tom O'Brien,8,32.4,0.0,27.0,TITAN-SPR-5,TITAN Sprint 5,2026-03-02,2026-03-15,2026-02-21,2026-03-18,Cannot Reproduce,2026-03-18,Not Blocked,compliance;ui-ux,,
10004,TITAN,Titan Infra Automation,TITAN-72,Story,Design and build search filters workflow,"As part of settings page, the team needs to address: design and build search filters workflow. Acceptance criteria to be validated in QA before release.",Medium,To Do,Marcus Johnson,Nathan Brooks,13,38.7,38.7,0.0,TITAN-SPR-5,TITAN Sprint 5,2026-03-02,2026-03-15,2026-02-25,2026-03-14,,,Not Blocked,infra;tech-debt,TITAN-EP-1 CI/CD Pipeline,
10004,TITAN,Titan Infra Automation,TITAN-73,Story,Add support for retry logic in reporting engine,"As part of reporting engine, the team needs to address: add support for retry logic in reporting engine. Acceptance criteria to be validated in QA before release.",High,Done,Elena Petrova,Elena Petrova,1,32.6,0.0,38.5,TITAN-SPR-5,TITAN Sprint 5,2026-03-02,2026-03-15,2026-02-21,2026-03-05,Done,2026-03-05,Not Blocked,,TITAN-EP-2 Kubernetes Migration,
10005,LYNX,Lynx Data Analytics,LYNX-1,Task,Document onboarding flow two-factor auth process,"As part of onboarding flow, the team needs to address: document onboarding flow two-factor auth process. Acceptance criteria to be validated in QA before release.",Low,Done,Grace Lin,Rahul Mehta,8,8.9,0.0,6.8,LYNX-SPR-1,LYNX Sprint 1,2026-01-05,2026-01-18,2026-01-03,2026-01-11,Done,2026-01-11,Not Blocked,infra,,
10005,LYNX,Lynx Data Analytics,LYNX-2,Story,Design and build audit logging workflow,"As part of reporting engine, the team needs to address: design and build audit logging workflow. Acceptance criteria to be validated in QA before release.",Low,In Progress,Nathan Brooks,Grace Lin,3,24.3,16.2,8.1,LYNX-SPR-1,LYNX Sprint 1,2026-01-05,2026-01-18,2026-01-04,2026-01-19,,,Not Blocked,,LYNX-EP-1 Data Lake Build-out,
10005,LYNX,Lynx Data Analytics,LYNX-3,Bug,Fix caching layer error on admin console,"As part of admin console, the team needs to address: fix caching layer error on admin console. Acceptance criteria to be validated in QA before release.",Low,In Progress,Marcus Johnson,Grace Lin,2,15.0,6.1,8.9,LYNX-SPR-1,LYNX Sprint 1,2026-01-05,2026-01-18,2025-12-29,2026-01-02,,,Not Blocked,frontend,LYNX-EP-3 ML Pipeline,
10005,LYNX,Lynx Data Analytics,LYNX-4,Story,Add support for two-factor auth in reporting engine,"As part of reporting engine, the team needs to address: add support for two-factor auth in reporting engine. Acceptance criteria to be validated in QA before release.",Low,In Progress,Jamal Carter,Marcus Johnson,,8.0,4.1,3.9,LYNX-SPR-1,LYNX Sprint 1,2026-01-05,2026-01-18,2026-01-04,2026-01-08,,,Not Blocked,compliance;database;ui-ux,LYNX-EP-1 Data Lake Build-out,
10005,LYNX,Lynx Data Analytics,LYNX-5,Epic,onboarding flow data validation Initiative,"As part of onboarding flow, the team needs to address: onboarding flow data validation initiative. Acceptance criteria to be validated in QA before release.",Highest,To Do,Alicia Chen,Fatima Noor,,,,,LYNX-SPR-1,LYNX Sprint 1,2026-01-05,2026-01-18,2026-01-02,2026-01-09,,,Not Blocked,api;tech-debt,,LYNX-3;LYNX-1
10005,LYNX,Lynx Data Analytics,LYNX-6,Sub-task,Code review fixes for API gateway,"As part of API gateway, the team needs to address: code review fixes for api gateway. Acceptance criteria to be validated in QA before release.",Medium,Done,Priya Raman,Brianna Scott,,7.1,0.0,9.2,LYNX-SPR-1,LYNX Sprint 1,2026-01-05,2026-01-18,2025-12-29,2026-01-09,Won't Fix,2026-01-09,Not Blocked,backend;infra;security,LYNX-EP-1 Data Lake Build-out,LYNX-5
10005,LYNX,Lynx Data Analytics,LYNX-7,Story,Design and build pagination workflow,"As part of checkout, the team needs to address: design and build pagination workflow. Acceptance criteria to be validated in QA before release.",Low,In Progress,Elena Petrova,Rahul Mehta,8,25.7,15.5,10.2,LYNX-SPR-1,LYNX Sprint 1,2026-01-05,2026-01-18,2026-01-05,2026-01-08,,,Not Blocked,,LYNX-EP-1 Data Lake Build-out,
10005,LYNX,Lynx Data Analytics,LYNX-8,Bug,Resolve intermittent failure in user profile,"As part of user profile, the team needs to address: resolve intermittent failure in user profile. Acceptance criteria to be validated in QA before release.",Medium,Done,Tom O'Brien,David Kim,3,18.0,0.0,13.7,LYNX-SPR-1,LYNX Sprint 1,2026-01-05,2026-01-18,2025-12-28,2026-01-05,Done,2026-01-05,Not Blocked,customer-reported;frontend;regression,LYNX-EP-1 Data Lake Build-out,
10005,LYNX,Lynx Data Analytics,LYNX-9,Task,Refactor reporting engine for role-based access,"As part of reporting engine, the team needs to address: refactor reporting engine for role-based access. Acceptance criteria to be validated in QA before release.",Medium,In Review,Nathan Brooks,Carlos Diaz,2,3.5,2.3,1.2,LYNX-SPR-1,LYNX Sprint 1,2026-01-05,2026-01-18,2026-01-02,2026-01-17,,,Not Blocked,,LYNX-EP-1 Data Lake Build-out,
10005,LYNX,Lynx Data Analytics,LYNX-10,Task,Upgrade dashboard dependencies,"As part of dashboard, the team needs to address: upgrade dashboard dependencies. Acceptance criteria to be validated in QA before release.",Medium,To Do,,Marcus Johnson,3,26.5,26.5,0.0,LYNX-SPR-1,LYNX Sprint 1,2026-01-05,2026-01-18,2025-12-29,2026-01-07,,,Not Blocked,,LYNX-EP-1 Data Lake Build-out,
10005,LYNX,Lynx Data Analytics,LYNX-11,Sub-task,Write unit tests for admin console,"As part of admin console, the team needs to address: write unit tests for admin console. Acceptance criteria to be validated in QA before release.",Highest,Done,Tom O'Brien,Fatima Noor,,3.7,0.0,4.5,LYNX-SPR-2,LYNX Sprint 2,2026-01-19,2026-02-01,2026-01-09,2026-01-29,Fixed,2026-01-29,Not Blocked,customer-reported;frontend;tech-debt,LYNX-EP-2 Reporting Dashboards,LYNX-7
10005,LYNX,Lynx Data Analytics,LYNX-12,Sub-task,Deploy billing module to staging,"As part of billing module, the team needs to address: deploy billing module to staging. Acceptance criteria to be validated in QA before release.",Medium,Done,Carlos Diaz,Alicia Chen,,6.3,0.0,7.0,LYNX-SPR-2,LYNX Sprint 2,2026-01-19,2026-02-01,2026-01-19,2026-01-24,Fixed,2026-01-24,Not Blocked,customer-reported;database;infra,LYNX-EP-2 Reporting Dashboards,
10005,LYNX,Lynx Data Analytics,LYNX-13,Sub-task,Deploy user profile to staging,"As part of user profile, the team needs to address: deploy user profile to staging. Acceptance criteria to be validated in QA before release.",Low,To Do,Grace Lin,Nathan Brooks,,17.6,17.6,0.0,LYNX-SPR-2,LYNX Sprint 2,2026-01-19,2026-02-01,2026-01-19,2026-01-21,,,Not Blocked,backend;infra,LYNX-EP-3 ML Pipeline,
10005,LYNX,Lynx Data Analytics,LYNX-14,Story,Implement search filters for settings page,"As part of settings page, the team needs to address: implement search filters for settings page. Acceptance criteria to be validated in QA before release.",Medium,Done,Tom O'Brien,Nathan Brooks,5,15.1,0.0,16.7,LYNX-SPR-2,LYNX Sprint 2,2026-01-19,2026-02-01,2026-01-13,2026-01-17,Won't Fix,2026-01-17,Not Blocked,,LYNX-EP-1 Data Lake Build-out,
10005,LYNX,Lynx Data Analytics,LYNX-15,Bug,Incorrect data displayed in dashboard,"As part of dashboard, the team needs to address: incorrect data displayed in dashboard. Acceptance criteria to be validated in QA before release.",High,In Progress,Nathan Brooks,Tom O'Brien,3,3.9,3.1,0.8,LYNX-SPR-2,LYNX Sprint 2,2026-01-19,2026-02-01,2026-01-09,2026-01-21,,,Not Blocked,frontend,LYNX-EP-3 ML Pipeline,
10005,LYNX,Lynx Data Analytics,LYNX-16,Bug,Fix rate limiting error on billing module,"As part of billing module, the team needs to address: fix rate limiting error on billing module. Acceptance criteria to be validated in QA before release.",High,In Review,Alicia Chen,Nathan Brooks,8,22.9,11.2,11.7,LYNX-SPR-2,LYNX Sprint 2,2026-01-19,2026-02-01,2026-01-10,2026-01-29,,,Not Blocked,infra,LYNX-EP-2 Reporting Dashboards,
10005,LYNX,Lynx Data Analytics,LYNX-17,Story,Design and build two-factor auth workflow,"As part of onboarding flow, the team needs to address: design and build two-factor auth workflow. Acceptance criteria to be validated in QA before release.",Medium,In Review,Brianna Scott,Nathan Brooks,5,6.3,3.3,3.0,LYNX-SPR-2,LYNX Sprint 2,2026-01-19,2026-02-01,2026-01-16,2026-01-16,,,Not Blocked,compliance;regression,LYNX-EP-1 Data Lake Build-out,LYNX-16
10005,LYNX,Lynx Data Analytics,LYNX-18,Task,Upgrade admin console dependencies,"As part of admin console, the team needs to address: upgrade admin console dependencies. Acceptance criteria to be validated in QA before release.",High,In Progress,Carlos Diaz,Rahul Mehta,1,37.3,26.2,11.1,LYNX-SPR-2,LYNX Sprint 2,2026-01-19,2026-02-01,2026-01-12,2026-02-06,,,Not Blocked,frontend;ui-ux,LYNX-EP-3 ML Pipeline,
10005,LYNX,Lynx Data Analytics,LYNX-19,Task,Refactor billing module for two-factor auth,"As part of billing module, the team needs to address: refactor billing module for two-factor auth. Acceptance criteria to be validated in QA before release.",Lowest,To Do,Grace Lin,Carlos Diaz,13,3.8,3.8,0.0,LYNX-SPR-2,LYNX Sprint 2,2026-01-19,2026-02-01,2026-01-13,2026-01-31,,,Not Blocked,compliance,LYNX-EP-3 ML Pipeline,
10005,LYNX,Lynx Data Analytics,LYNX-20,Task,Configure webhook support for API gateway,"As part of API gateway, the team needs to address: configure webhook support for api gateway. Acceptance criteria to be validated in QA before release.",Medium,Done,Marcus Johnson,Jamal Carter,13,31.0,0.0,26.8,LYNX-SPR-2,LYNX Sprint 2,2026-01-19,2026-02-01,2026-01-14,2026-01-23,Done,2026-01-23,Not Blocked,customer-reported;regression;tech-debt,,
10005,LYNX,Lynx Data Analytics,LYNX-21,Task,Refactor payments service for search filters,"As part of payments service, the team needs to address: refactor payments service for search filters. Acceptance criteria to be validated in QA before release.",High,Done,Carlos Diaz,Grace Lin,13,15.1,0.0,16.7,LYNX-SPR-2,LYNX Sprint 2,2026-01-19,2026-02-01,2026-01-09,2026-01-14,Done,2026-01-14,Not Blocked,compliance;frontend,LYNX-EP-3 ML Pipeline,
10005,LYNX,Lynx Data Analytics,LYNX-22,Task,Document API gateway retry logic process,"As part of API gateway, the team needs to address: document api gateway retry logic process. Acceptance criteria to be validated in QA before release.",Low,In Review,Grace Lin,Fatima Noor,1,21.9,19.4,2.5,LYNX-SPR-2,LYNX Sprint 2,2026-01-19,2026-02-01,2026-01-17,2026-01-18,,,Not Blocked,tech-debt,LYNX-EP-1 Data Lake Build-out,
10005,LYNX,Lynx Data Analytics,LYNX-23,Story,Add support for SSO login in reporting engine,"As part of reporting engine, the team needs to address: add support for sso login in reporting engine. Acceptance criteria to be validated in QA before release.",Low,To Do,Elena Petrova,Elena Petrova,,19.2,19.2,0.0,LYNX-SPR-2,LYNX Sprint 2,2026-01-19,2026-02-01,2026-01-10,2026-02-06,,,Not Blocked,compliance,LYNX-EP-2 Reporting Dashboards,LYNX-10;LYNX-22
10005,LYNX,Lynx Data Analytics,LYNX-24,Bug,Fix role-based access error on onboarding flow,"As part of onboarding flow, the team needs to address: fix role-based access error on onboarding flow. Acceptance criteria to be validated in QA before release.",Highest,In Progress,David Kim,Fatima Noor,8,35.0,16.4,18.6,LYNX-SPR-3,LYNX Sprint 3,2026-02-02,2026-02-15,2026-01-26,2026-02-02,,,Not Blocked,customer-reported;regression,LYNX-EP-1 Data Lake Build-out,
10005,LYNX,Lynx Data Analytics,LYNX-25,Bug,Resolve intermittent failure in dashboard,"As part of dashboard, the team needs to address: resolve intermittent failure in dashboard. Acceptance criteria to be validated in QA before release.",Lowest,Done,Alicia Chen,Sofia Rossi,1,16.3,0.0,15.6,LYNX-SPR-3,LYNX Sprint 3,2026-02-02,2026-02-15,2026-01-25,2026-02-02,Fixed,2026-02-02,Not Blocked,backend;performance,LYNX-EP-1 Data Lake Build-out,LYNX-20
10005,LYNX,Lynx Data Analytics,LYNX-26,Sub-task,Deploy reporting engine to staging,"As part of reporting engine, the team needs to address: deploy reporting engine to staging. Acceptance criteria to be validated in QA before release.",Low,Blocked,Rahul Mehta,Marcus Johnson,,4.8,2.6,2.2,LYNX-SPR-3,LYNX Sprint 3,2026-02-02,2026-02-15,2026-01-25,2026-02-01,,,Blocked,regression,LYNX-EP-3 ML Pipeline,LYNX-18;LYNX-13
10005,LYNX,Lynx Data Analytics,LYNX-27,Story,Enable audit logging on onboarding flow page,"As part of onboarding flow, the team needs to address: enable audit logging on onboarding flow page. Acceptance criteria to be validated in QA before release.",Medium,In Progress,Wei Zhang,Grace Lin,,25.5,16.9,8.6,LYNX-SPR-3,LYNX Sprint 3,2026-02-02,2026-02-15,2026-01-25,2026-02-20,,,Not Blocked,,LYNX-EP-2 Reporting Dashboards,
10005,LYNX,Lynx Data Analytics,LYNX-28,Task,Upgrade payments service dependencies,"As part of payments service, the team needs to address: upgrade payments service dependencies. Acceptance criteria to be validated in QA before release.",Medium,In Progress,Grace Lin,David Kim,,37.9,26.8,11.1,LYNX-SPR-3,LYNX Sprint 3,2026-02-02,2026-02-15,2026-01-25,2026-02-17,,,Not Blocked,compliance;regression,LYNX-EP-1 Data Lake Build-out,
10005,LYNX,Lynx Data Analytics,LYNX-29,Story,Add support for rate limiting in dashboard,"As part of dashboard, the team needs to address: add support for rate limiting in dashboard. Acceptance criteria to be validated in QA before release.",Lowest,Done,Jamal Carter,Sofia Rossi,8,2.3,0.0,1.7,LYNX-SPR-3,LYNX Sprint 3,2026-02-02,2026-02-15,2026-01-23,2026-02-12,Won't Fix,2026-02-12,Not Blocked,frontend;regression;security,,
10005,LYNX,Lynx Data Analytics,LYNX-30,Bug,Resolve intermittent failure in dashboard,"As part of dashboard, the team needs to address: resolve intermittent failure in dashboard. Acceptance criteria to be validated in QA before release.",Highest,Done,Alicia Chen,Elena Petrova,1,5.3,0.0,3.9,LYNX-SPR-3,LYNX Sprint 3,2026-02-02,2026-02-15,2026-01-29,2026-02-15,Fixed,2026-02-15,Not Blocked,compliance;ui-ux,LYNX-EP-2 Reporting Dashboards,
10005,LYNX,Lynx Data Analytics,LYNX-31,Task,Upgrade checkout dependencies,"As part of checkout, the team needs to address: upgrade checkout dependencies. Acceptance criteria to be validated in QA before release.",Low,Done,Nathan Brooks,Grace Lin,13,34.2,0.0,31.3,LYNX-SPR-3,LYNX Sprint 3,2026-02-02,2026-02-15,2026-01-25,2026-01-28,Fixed,2026-01-28,Not Blocked,,LYNX-EP-2 Reporting Dashboards,
10005,LYNX,Lynx Data Analytics,LYNX-32,Story,Add support for dark mode in API gateway,"As part of API gateway, the team needs to address: add support for dark mode in api gateway. Acceptance criteria to be validated in QA before release.",High,In Review,Carlos Diaz,Carlos Diaz,,34.3,25.8,8.5,LYNX-SPR-3,LYNX Sprint 3,2026-02-02,2026-02-15,2026-01-23,2026-01-27,,,Not Blocked,backend;regression,,LYNX-1
10005,LYNX,Lynx Data Analytics,LYNX-33,Bug,dashboard throws exception when search filters used,"As part of dashboard, the team needs to address: dashboard throws exception when search filters used. Acceptance criteria to be validated in QA before release.",High,Done,Nathan Brooks,Sofia Rossi,13,15.1,0.0,14.3,LYNX-SPR-3,LYNX Sprint 3,2026-02-02,2026-02-15,2026-01-23,2026-02-19,Done,2026-02-19,Not Blocked,customer-reported,,LYNX-4
10005,LYNX,Lynx Data Analytics,LYNX-34,Sub-task,Write unit tests for billing module,"As part of billing module, the team needs to address: write unit tests for billing module. Acceptance criteria to be validated in QA before release.",High,To Do,David Kim,Marcus Johnson,,5.7,5.7,0.0,LYNX-SPR-3,LYNX Sprint 3,2026-02-02,2026-02-15,2026-01-24,2026-02-08,,,Blocked,api;infra,LYNX-EP-1 Data Lake Build-out,
10005,LYNX,Lynx Data Analytics,LYNX-35,Bug,settings page throws exception when webhook support used,"As part of settings page, the team needs to address: settings page throws exception when webhook support used. Acceptance criteria to be validated in QA before release.",Medium,In Progress,Nathan Brooks,Marcus Johnson,8,15.9,11.8,4.1,LYNX-SPR-3,LYNX Sprint 3,2026-02-02,2026-02-15,2026-01-27,2026-02-01,,,Not Blocked,security,LYNX-EP-3 ML Pipeline,
10005,LYNX,Lynx Data Analytics,LYNX-36,Story,Design and build pagination workflow,"As part of onboarding flow, the team needs to address: design and build pagination workflow. Acceptance criteria to be validated in QA before release.",Medium,In Review,Rahul Mehta,Jamal Carter,3,20.5,17.3,3.2,LYNX-SPR-3,LYNX Sprint 3,2026-02-02,2026-02-15,2026-01-23,2026-02-11,,,Not Blocked,api;regression,LYNX-EP-3 ML Pipeline,
10005,LYNX,Lynx Data Analytics,LYNX-37,Story,Implement SSO login for API gateway,"As part of API gateway, the team needs to address: implement sso login for api gateway. Acceptance criteria to be validated in QA before release.",Low,Blocked,Fatima Noor,Brianna Scott,,24.4,10.9,13.5,LYNX-SPR-3,LYNX Sprint 3,2026-02-02,2026-02-15,2026-01-25,2026-02-02,,,Blocked,api;infra;performance,LYNX-EP-3 ML Pipeline,
10005,LYNX,Lynx Data Analytics,LYNX-38,Bug,Incorrect data displayed in dashboard,"As part of dashboard, the team needs to address: incorrect data displayed in dashboard. Acceptance criteria to be validated in QA before release.",Medium,To Do,Brianna Scott,Jamal Carter,2,34.2,34.2,0.0,LYNX-SPR-3,LYNX Sprint 3,2026-02-02,2026-02-15,2026-01-24,2026-02-14,,,Not Blocked,database,LYNX-EP-3 ML Pipeline,
10005,LYNX,Lynx Data Analytics,LYNX-39,Task,Refactor checkout for webhook support,"As part of checkout, the team needs to address: refactor checkout for webhook support. Acceptance criteria to be validated in QA before release.",Low,In Progress,Alicia Chen,Grace Lin,3,16.0,14.1,1.9,LYNX-SPR-4,LYNX Sprint 4,2026-02-16,2026-03-01,2026-02-13,2026-03-01,,,Not Blocked,database;ui-ux,,
10005,LYNX,Lynx Data Analytics,LYNX-40,Story,Enable pagination on API gateway page,"As part of API gateway, the team needs to address: enable pagination on api gateway page. Acceptance criteria to be validated in QA before release.",Low,In Progress,David Kim,Priya Raman,8,23.7,16.9,6.8,LYNX-SPR-4,LYNX Sprint 4,2026-02-16,2026-03-01,2026-02-10,2026-02-21,,,Not Blocked,,LYNX-EP-2 Reporting Dashboards,
10005,LYNX,Lynx Data Analytics,LYNX-41,Bug,Incorrect data displayed in onboarding flow,"As part of onboarding flow, the team needs to address: incorrect data displayed in onboarding flow. Acceptance criteria to be validated in QA before release.",Low,Closed,Nathan Brooks,Rahul Mehta,1,21.1,0.0,16.5,LYNX-SPR-4,LYNX Sprint 4,2026-02-16,2026-03-01,2026-02-14,2026-02-21,Fixed,2026-02-21,Not Blocked,api,LYNX-EP-2 Reporting Dashboards,
10005,LYNX,Lynx Data Analytics,LYNX-42,Task,Upgrade onboarding flow dependencies,"As part of onboarding flow, the team needs to address: upgrade onboarding flow dependencies. Acceptance criteria to be validated in QA before release.",Medium,In Review,Alicia Chen,Wei Zhang,2,24.5,14.1,10.4,LYNX-SPR-4,LYNX Sprint 4,2026-02-16,2026-03-01,2026-02-10,2026-02-10,,,Not Blocked,customer-reported,LYNX-EP-1 Data Lake Build-out,
10005,LYNX,Lynx Data Analytics,LYNX-43,Bug,user profile throws exception when SSO login used,"As part of user profile, the team needs to address: user profile throws exception when sso login used. Acceptance criteria to be validated in QA before release.",Low,Blocked,Nathan Brooks,Tom O'Brien,5,24.8,15.3,9.5,LYNX-SPR-4,LYNX Sprint 4,2026-02-16,2026-03-01,2026-02-16,2026-02-25,,,Blocked,,LYNX-EP-3 ML Pipeline,
10005,LYNX,Lynx Data Analytics,LYNX-44,Story,Add support for email notifications in admin console,"As part of admin console, the team needs to address: add support for email notifications in admin console. Acceptance criteria to be validated in QA before release.",Low,Done,Priya Raman,Nathan Brooks,2,25.7,0.0,25.9,LYNX-SPR-4,LYNX Sprint 4,2026-02-16,2026-03-01,2026-02-14,2026-02-24,Duplicate,2026-02-24,Not Blocked,,LYNX-EP-2 Reporting Dashboards,LYNX-13
10005,LYNX,Lynx Data Analytics,LYNX-45,Sub-task,Update API contract for admin console,"As part of admin console, the team needs to address: update api contract for admin console. Acceptance criteria to be validated in QA before release.",Medium,In Progress,Priya Raman,Nathan Brooks,,36.3,21.8,14.5,LYNX-SPR-4,LYNX Sprint 4,2026-02-16,2026-03-01,2026-02-08,2026-02-24,,,Not Blocked,,LYNX-EP-1 Data Lake Build-out,
10005,LYNX,Lynx Data Analytics,LYNX-46,Story,Design and build role-based access workflow,"As part of admin console, the team needs to address: design and build role-based access workflow. Acceptance criteria to be validated in QA before release.",Medium,To Do,,Wei Zhang,8,18.3,18.3,0.0,LYNX-SPR-4,LYNX Sprint 4,2026-02-16,2026-03-01,2026-02-09,2026-03-06,,,Not Blocked,compliance;customer-reported,LYNX-EP-1 Data Lake Build-out,
10005,LYNX,Lynx Data Analytics,LYNX-47,Sub-task,Deploy settings page to staging,"As part of settings page, the team needs to address: deploy settings page to staging. Acceptance criteria to be validated in QA before release.",High,To Do,Marcus Johnson,Rahul Mehta,,30.3,30.3,0.0,LYNX-SPR-4,LYNX Sprint 4,2026-02-16,2026-03-01,2026-02-16,2026-03-06,,,Not Blocked,,LYNX-EP-1 Data Lake Build-out,
10005,LYNX,Lynx Data Analytics,LYNX-48,Story,Enable retry logic on settings page page,"As part of settings page, the team needs to address: enable retry logic on settings page page. Acceptance criteria to be validated in QA before release.",High,Blocked,Marcus Johnson,Priya Raman,8,15.9,12.1,3.8,LYNX-SPR-4,LYNX Sprint 4,2026-02-16,2026-03-01,2026-02-06,2026-02-18,,,Blocked,ui-ux,LYNX-EP-3 ML Pipeline,
10005,LYNX,Lynx Data Analytics,LYNX-49,Bug,reporting engine throws exception when caching layer used,"As part of reporting engine, the team needs to address: reporting engine throws exception when caching layer used. Acceptance criteria to be validated in QA before release.",Low,In Review,Sofia Rossi,Priya Raman,2,34.5,19.7,14.8,LYNX-SPR-4,LYNX Sprint 4,2026-02-16,2026-03-01,2026-02-13,2026-02-27,,,Not Blocked,frontend,LYNX-EP-2 Reporting Dashboards,
10005,LYNX,Lynx Data Analytics,LYNX-50,Task,Refactor checkout for retry logic,"As part of checkout, the team needs to address: refactor checkout for retry logic. Acceptance criteria to be validated in QA before release.",Medium,Done,Elena Petrova,Carlos Diaz,,5.5,0.0,4.3,LYNX-SPR-4,LYNX Sprint 4,2026-02-16,2026-03-01,2026-02-07,2026-02-20,Fixed,2026-02-20,Not Blocked,customer-reported;frontend,LYNX-EP-2 Reporting Dashboards,
10005,LYNX,Lynx Data Analytics,LYNX-51,Task,Upgrade settings page dependencies,"As part of settings page, the team needs to address: upgrade settings page dependencies. Acceptance criteria to be validated in QA before release.",Low,Done,Grace Lin,Alicia Chen,13,20.8,0.0,14.7,LYNX-SPR-4,LYNX Sprint 4,2026-02-16,2026-03-01,2026-02-06,2026-03-03,Done,2026-03-03,Not Blocked,customer-reported,LYNX-EP-1 Data Lake Build-out,
10005,LYNX,Lynx Data Analytics,LYNX-52,Epic,reporting engine rate limiting Initiative,"As part of reporting engine, the team needs to address: reporting engine rate limiting initiative. Acceptance criteria to be validated in QA before release.",Medium,In Review,Priya Raman,Fatima Noor,,,,,LYNX-SPR-5,LYNX Sprint 5,2026-03-02,2026-03-15,2026-02-21,2026-02-27,,,Not Blocked,,,
10005,LYNX,Lynx Data Analytics,LYNX-53,Task,Document settings page search filters process,"As part of settings page, the team needs to address: document settings page search filters process. Acceptance criteria to be validated in QA before release.",High,Done,Rahul Mehta,Sofia Rossi,2,25.0,0.0,20.4,LYNX-SPR-5,LYNX Sprint 5,2026-03-02,2026-03-15,2026-02-24,2026-03-14,Fixed,2026-03-14,Not Blocked,,LYNX-EP-3 ML Pipeline,
10005,LYNX,Lynx Data Analytics,LYNX-54,Bug,API gateway throws exception when caching layer used,"As part of API gateway, the team needs to address: api gateway throws exception when caching layer used. Acceptance criteria to be validated in QA before release.",Medium,Closed,Grace Lin,Jamal Carter,8,20.4,0.0,17.3,LYNX-SPR-5,LYNX Sprint 5,2026-03-02,2026-03-15,2026-02-25,2026-03-11,Done,2026-03-11,Not Blocked,,LYNX-EP-2 Reporting Dashboards,LYNX-51;LYNX-15
10005,LYNX,Lynx Data Analytics,LYNX-55,Story,Enable webhook support on admin console page,"As part of admin console, the team needs to address: enable webhook support on admin console page. Acceptance criteria to be validated in QA before release.",Medium,To Do,Wei Zhang,Carlos Diaz,,12.0,12.0,0.0,LYNX-SPR-5,LYNX Sprint 5,2026-03-02,2026-03-15,2026-02-26,2026-02-28,,,Not Blocked,frontend;regression,,
10005,LYNX,Lynx Data Analytics,LYNX-56,Story,Design and build pagination workflow,"As part of payments service, the team needs to address: design and build pagination workflow. Acceptance criteria to be validated in QA before release.",Medium,In Progress,Grace Lin,Tom O'Brien,2,35.2,28.0,7.2,LYNX-SPR-5,LYNX Sprint 5,2026-03-02,2026-03-15,2026-02-27,2026-03-06,,,Not Blocked,api;frontend,LYNX-EP-1 Data Lake Build-out,
10005,LYNX,Lynx Data Analytics,LYNX-57,Task,Upgrade API gateway dependencies,"As part of API gateway, the team needs to address: upgrade api gateway dependencies. Acceptance criteria to be validated in QA before release.",Low,In Review,Brianna Scott,Alicia Chen,3,20.7,8.4,12.3,LYNX-SPR-5,LYNX Sprint 5,2026-03-02,2026-03-15,2026-02-21,2026-03-20,,,Not Blocked,regression,LYNX-EP-1 Data Lake Build-out,
10005,LYNX,Lynx Data Analytics,LYNX-58,Bug,Fix bulk export error on billing module,"As part of billing module, the team needs to address: fix bulk export error on billing module. Acceptance criteria to be validated in QA before release.",Medium,In Review,Rahul Mehta,Marcus Johnson,13,31.5,21.1,10.4,LYNX-SPR-5,LYNX Sprint 5,2026-03-02,2026-03-15,2026-03-01,2026-03-17,,,Not Blocked,,LYNX-EP-1 Data Lake Build-out,
10005,LYNX,Lynx Data Analytics,LYNX-59,Bug,Resolve intermittent failure in reporting engine,"As part of reporting engine, the team needs to address: resolve intermittent failure in reporting engine. Acceptance criteria to be validated in QA before release.",Medium,In Progress,Brianna Scott,Carlos Diaz,5,38.4,28.0,10.4,LYNX-SPR-5,LYNX Sprint 5,2026-03-02,2026-03-15,2026-02-28,2026-03-15,,,Not Blocked,compliance;infra;performance,,
10005,LYNX,Lynx Data Analytics,LYNX-60,Story,Implement currency conversion for payments service,"As part of payments service, the team needs to address: implement currency conversion for payments service. Acceptance criteria to be validated in QA before release.",Medium,Done,Fatima Noor,Fatima Noor,8,18.4,0.0,17.1,LYNX-SPR-5,LYNX Sprint 5,2026-03-02,2026-03-15,2026-02-28,2026-03-04,Done,2026-03-04,Not Blocked,api;database;regression,LYNX-EP-2 Reporting Dashboards,
10005,LYNX,Lynx Data Analytics,LYNX-61,Bug,Incorrect data displayed in checkout,"As part of checkout, the team needs to address: incorrect data displayed in checkout. Acceptance criteria to be validated in QA before release.",Highest,In Progress,Fatima Noor,Marcus Johnson,2,32.9,21.8,11.1,LYNX-SPR-5,LYNX Sprint 5,2026-03-02,2026-03-15,2026-02-20,2026-02-23,,,Not Blocked,performance;tech-debt,LYNX-EP-3 ML Pipeline,
